Data;Ora;Fuso orario;Descrizione;Valuta;Lordo ;Tariffa ;Netto;Saldo;Codice transazione;Indirizzo email mittente;Nome;Nome banca;Conto bancario;Importo per spedizione e imballaggio;IVA;N. fattura pro-forma;Codice transazione di riferimento
27/10/2023;11:42:44;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;2,2;0;2,2;0;9DA545561U812710T;;;CheBanca  S.p.A.;1196;0;0;db979347620e4528a375ad83eafe19a1;8PF70684CN935672E
29/10/2023;19:04:37;Europe/Berlin;Pagamento Express Checkout;EUR;-2,2;0;-2,2;-2,2;9FR05445V7412781C;paypal@atm.it;AZIENDA TRASPORTI MILANESI SPA;;;0;0;dc98e672db5d41a29d5c2fa076d0a1d2;
29/10/2023;19:04:37;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;2,2;0;2,2;0;0K895208RE653515H;;;CheBanca  S.p.A.;1196;0;0;dc98e672db5d41a29d5c2fa076d0a1d2;9FR05445V7412781C
30/10/2023;12:21:23;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-17,99;0;-17,99;-17,99;29P37410VF813241K;wallet-disputes-eu@google.com;Google;;;0;0;980653841640110996;B-5RK1221886007091D
30/10/2023;12:21:23;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;17,99;0;17,99;0;4AN382505M2931400;;;CheBanca  S.p.A.;1196;0;0;980653841640110996;29P37410VF813241K
30/10/2023;15:41:20;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-14,62;0;-14,62;-14,62;35T22318VR9329346;steamgameseea@valvesoftware.com;www.steampowered.com;;;0;0;3269109883822887986;B-37U45163A2023822U
30/10/2023;15:41:20;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;14,62;0;14,62;0;4FM70984B0847913R;;;CheBanca  S.p.A.;1196;0;0;3269109883822887986;35T22318VR9329346
30/10/2023;21:28:08;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-8,99;0;-8,99;-8,99;8ML12389UW518534W;CORP.DL-DSSIT@disney.com;DisneyPlus;;;0;0;a364e633ad085c20d83cadedd70a1b33;B-6TX91726T55549941
30/10/2023;21:28:08;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;8,99;0;8,99;0;8MA096763Y427803M;;;CheBanca  S.p.A.;1196;0;0;a364e633ad085c20d83cadedd70a1b33;8ML12389UW518534W
31/10/2023;17:10:55;Europe/Berlin;Pagamento Express Checkout;EUR;-32,96;0;-32,96;-32,96;4NM59947W74914349;info@bestbuying.it;BESTBUYING SRL;;;4,02;0;VPB00966711;
31/10/2023;17:10:55;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;32,96;0;32,96;0;8BT506425B7862152;;;CheBanca  S.p.A.;1196;4,02;0;VPB00966711;4NM59947W74914349
01/11/2023;18:15:30;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-29,99;0;-29,99;-29,99;8RH87549UG078013A;steamgameseea@valvesoftware.com;www.steampowered.com;;;0;0;3341168112386243415;B-37U45163A2023822U
01/11/2023;18:15:30;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;29,99;0;29,99;0;6PK98345ME379551U;;;CheBanca  S.p.A.;1196;0;0;3341168112386243415;8RH87549UG078013A
03/11/2023;19:02:11;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,98;0;3,98;3,98;3VJ147213S661802Y;;;CheBanca  S.p.A.;1196;0;0;P-50141560;0F181495AH598443B
03/11/2023;19:02:11;Europe/Berlin;Conversione di valuta generica;EUR;-3,98;0;-3,98;0;6NA62358FV144041J;;;;;0;0;P-50141560;0F181495AH598443B
04/11/2023;18:22:27;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-44,98;0;-44,98;-44,98;33R01976H34949318;steamgameseea@valvesoftware.com;www.steampowered.com;;;0;0;3341168112409177803;B-37U45163A2023822U
04/11/2023;18:22:27;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;44,98;0;44,98;0;4GY02430GG393153J;;;CheBanca  S.p.A.;1196;0;0;3341168112409177803;33R01976H34949318
06/11/2023;00:17:49;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;51,43;0;51,43;51,43;16T286944T503000P;;;CheBanca  S.p.A.;1196;0;0;625d41fd588a4c81b7369d101ff48195;0L136358SW660303D
06/11/2023;00:17:49;Europe/Berlin;Conversione di valuta generica;EUR;-51,43;0;-51,43;0;6J340406EG110523P;;;;;0;0;625d41fd588a4c81b7369d101ff48195;0L136358SW660303D
06/11/2023;00:32:50;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-1,85;0;-1,85;-1,85;84L46671YP532345S;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;260922268750968285;B-5RK1221886007091D
06/11/2023;00:32:50;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;1,85;0;1,85;0;3MT061533L538373V;;;CheBanca  S.p.A.;1196;0;0;260922268750968285;84L46671YP532345S
06/11/2023;00:56:26;Europe/Berlin;Pagamento da cellulare;EUR;10;0;10;10;7V5828325N141322J;pier.n4@gmail.com;Pierfrancesco Sozzo;;;0;0;;
07/11/2023;10:06:08;Europe/Berlin;Pagamento da cellulare;EUR;-18;0;-18;-8;8JH05285D1475060X;daniele.constantinescu@gmail.com;Daniele Constantinescu;;;0;0;;
07/11/2023;10:06:08;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;18;0;18;10;3T838943S9895081F;;;CheBanca  S.p.A.;1196;0;0;;8JH05285D1475060X
09/11/2023;14:55:18;Europe/Berlin;Blocco conto per autorizzazione aperta;EUR;-10;0;-10;0;5LR99475DG354070U;;;;;0;0;2ef16b72-2c9b-4e39-b94c-3e7b5d58e8a2;8GC1804806989281V
09/11/2023;14:55:21;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-64,1;0;-64,1;-64,1;22643557PH750351N;Paypal@trenitalia.it;Trenitalia SPA;;;0;0;2ef16b72-2c9b-4e39-b94c-3e7b5d58e8a2;8GC1804806989281V
09/11/2023;14:55:21;Europe/Berlin;Storno di blocco conto generico;EUR;10;0;10;-54,1;10J72022AV4174135;;;;;0;0;2ef16b72-2c9b-4e39-b94c-3e7b5d58e8a2;5LR99475DG354070U
09/11/2023;14:55:21;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;54,1;0;54,1;0;11P187187M4729608;;;CheBanca  S.p.A.;1196;0;0;2ef16b72-2c9b-4e39-b94c-3e7b5d58e8a2;22643557PH750351N
14/11/2023;16:31:18;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-16,99;0;-16,99;-16,99;4H803531UB684461V;PayPal-GCLGPIL-PL-EUR@google.com;Google Payment Ireland Ltd.;;;0;0;213178639039687520;B-5RK1221886007091D
14/11/2023;16:31:18;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;16,99;0;16,99;0;4NJ951119F4640437;;;CheBanca  S.p.A.;1196;0;0;213178639039687520;4H803531UB684461V
20/11/2023;12:31:01;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-6,99;0;-6,99;-6,99;8DU07601UH3883309;digitalshop@mail.wind.it;Very Mobile;;;0;0;20231120113059647-905-6282;B-4JL38423N6974482J
20/11/2023;12:31:01;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;6,99;0;6,99;0;2VJ316366F9443458;;;CheBanca  S.p.A.;1196;0;0;20231120113059647-905-6282;8DU07601UH3883309
21/11/2023;10:12:13;Europe/Berlin;Pagamento Express Checkout;EUR;-2,2;0;-2,2;-2,2;9BT218001F068231N;paypal@atm.it;AZIENDA TRASPORTI MILANESI SPA;;;0;0;1aa67850542d44589d4e9932ab9c9975;
21/11/2023;10:12:13;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;2,2;0;2,2;0;29R29257KY9768358;;;CheBanca  S.p.A.;1196;0;0;1aa67850542d44589d4e9932ab9c9975;9BT218001F068231N
23/11/2023;09:56:31;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-96,9;0;-96,9;-96,9;5PB856796X0613417;Paypal@trenitalia.it;Trenitalia SPA;;;0;0;70d7f9cc-3388-492b-9386-cc7d5c654b02;17D53559TG206974S
23/11/2023;09:56:31;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;96,9;0;96,9;0;6X2864699S492643S;;;CheBanca  S.p.A.;1196;0;0;70d7f9cc-3388-492b-9386-cc7d5c654b02;5PB856796X0613417
24/11/2023;13:24:47;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-5,99;0;-5,99;-5,99;23L69983226119419;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;129345163086108552;B-5RK1221886007091D
24/11/2023;13:24:47;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;5,99;0;5,99;0;9MG45837N6605041U;;;CheBanca  S.p.A.;1196;0;0;129345163086108552;23L69983226119419
28/11/2023;15:41:50;Europe/Berlin;Pagamento Express Checkout;EUR;-2,2;0;-2,2;-2,2;5XK57512405419228;paypal@atm.it;AZIENDA TRASPORTI MILANESI SPA;;;0;0;b8a74eeb519d4f96b9303c26b6a9772d;
28/11/2023;15:41:50;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;2,2;0;2,2;0;6PG78114HL740215F;;;CheBanca  S.p.A.;1196;0;0;b8a74eeb519d4f96b9303c26b6a9772d;5XK57512405419228
30/11/2023;12:16:14;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-17,99;0;-17,99;-17,99;9X98951995744742T;wallet-disputes-eu@google.com;Google;;;0;0;338761126899017049;B-5RK1221886007091D
30/11/2023;12:16:14;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;17,99;0;17,99;0;37G34553R6995453S;;;CheBanca  S.p.A.;1196;0;0;338761126899017049;9X98951995744742T
30/11/2023;21:26:07;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-8,99;0;-8,99;-8,99;8KH68764TX945401B;CORP.DL-DSSIT@disney.com;DisneyPlus;;;0;0;cd4008d2e67dcf4ec81912796d01a560;B-6TX91726T55549941
30/11/2023;21:26:07;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;8,99;0;8,99;0;436587928B147400L;;;CheBanca  S.p.A.;1196;0;0;cd4008d2e67dcf4ec81912796d01a560;8KH68764TX945401B
01/12/2023;11:58:54;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;19,04;0;19,04;19,04;1CH359687D586713U;;;CheBanca  S.p.A.;1196;0;0;;5ED21819428215531
01/12/2023;11:58:54;Europe/Berlin;Conversione di valuta generica;EUR;-19,04;0;-19,04;0;3JY09254JH256441S;;;;;0;0;;5ED21819428215531
02/12/2023;18:56:19;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,88;0;3,88;3,88;88473631NJ443150G;;;CheBanca  S.p.A.;1196;0;0;P-51097704;1CJ8017272459571C
02/12/2023;18:56:19;Europe/Berlin;Conversione di valuta generica;EUR;-3,88;0;-3,88;0;20A66265AD0278143;;;;;0;0;P-51097704;1CJ8017272459571C
03/12/2023;11:39:29;Europe/Berlin;Pagamento da cellulare;EUR;-22;0;-22;-22;6P252984TC9991708;jasone.mb@outlook.com;Marco Bellezza;;;0;0;;
03/12/2023;11:39:29;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;22;0;22;0;7P577208TP549620K;;;CheBanca  S.p.A.;1196;0;0;;6P252984TC9991708
04/12/2023;16:05:25;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;30,24;0;30,24;30,24;9BV06147KV573343P;;;CheBanca  S.p.A.;1196;0;0;364db52c63b34676abf978b163ad8e36;5GJ72470R8328132F
04/12/2023;16:05:25;Europe/Berlin;Conversione di valuta generica;EUR;-30,24;0;-30,24;0;0XW68498UR006712X;;;;;0;0;364db52c63b34676abf978b163ad8e36;5GJ72470R8328132F
05/12/2023;21:03:28;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-51,04;0;-51,04;-51,04;6LN54549M7111433F;steamgameseea@valvesoftware.com;www.steampowered.com;;;0;0;3723976888449534933;B-37U45163A2023822U
05/12/2023;21:03:28;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;51,04;0;51,04;0;0GT05742XW4414304;;;CheBanca  S.p.A.;1196;0;0;3723976888449534933;6LN54549M7111433F
14/12/2023;16:31:17;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-16,99;0;-16,99;-16,99;6DY54508S6170345V;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;866284607838374440;B-5RK1221886007091D
14/12/2023;16:31:17;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;16,99;0;16,99;0;5LS53947KF944150X;;;CheBanca  S.p.A.;1196;0;0;866284607838374440;6DY54508S6170345V
18/12/2023;11:58:17;Europe/Berlin;Pagamento Express Checkout;EUR;-32,96;0;-32,96;-32,96;7JV25159UC679481K;info@bestbuying.it;BESTBUYING SRL;;;4,02;0;VPB00984355;
18/12/2023;11:58:17;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;32,96;0;32,96;0;0MB450417C5553930;;;CheBanca  S.p.A.;1196;4,02;0;VPB00984355;7JV25159UC679481K
19/12/2023;10:40:39;Europe/Berlin;Pagamento Express Checkout;EUR;-28,5;0;-28,5;-28,5;88E13942Y1701293P;ordini@lush.it;Lush Italia S.R.L.;;;0;0;X5R4TGJHL3699VB2;1VW47563V0441453F
19/12/2023;10:40:39;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;28,5;0;28,5;0;0KX80023DV1866237;;;CheBanca  S.p.A.;1196;0;0;X5R4TGJHL3699VB2;88E13942Y1701293P
20/12/2023;12:54:55;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-6,99;0;-6,99;-6,99;5LC0964287961771V;digitalshop@mail.wind.it;Very Mobile;;;0;0;20231220115454284-905-8166;B-4JL38423N6974482J
20/12/2023;12:54:55;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;6,99;0;6,99;0;06J29486DA794231F;;;CheBanca  S.p.A.;1196;0;0;20231220115454284-905-8166;5LC0964287961771V
24/12/2023;13:24:46;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-5,99;0;-5,99;-5,99;2UY099886B663140L;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;401707448566535976;B-5RK1221886007091D
24/12/2023;13:24:46;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;5,99;0;5,99;0;5Y449868UA8197239;;;CheBanca  S.p.A.;1196;0;0;401707448566535976;2UY099886B663140L
30/12/2023;12:16:14;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-17,99;0;-17,99;-17,99;5EG62850U56360439;wallet-disputes-eu@google.com;Google;;;0;0;767993963448212404;B-5RK1221886007091D
30/12/2023;12:16:14;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;17,99;0;17,99;0;0VR02187RA6852519;;;CheBanca  S.p.A.;1196;0;0;767993963448212404;5EG62850U56360439
30/12/2023;20:32:44;Europe/Berlin;Pagamento da cellulare;EUR;-15;0;-15;-15;4HX55816512741451;matteo.bonanno91@gmail.com;IANUA di Bonanno Matteo;;;0;0;;
30/12/2023;20:32:44;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;15;0;15;0;0DJ89551UE050154U;;;CheBanca  S.p.A.;1196;0;0;;4HX55816512741451
30/12/2023;21:29:20;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-11,99;0;-11,99;-11,99;3TX36298XH884634E;CORP.DL-DSSIT@disney.com;DisneyPlus;;;0;0;50d36de7ee09356d19d1ad93afbed9f5--62510515-a791-48cc-a7d0-9428bee08a68;B-6TX91726T55549941
30/12/2023;21:29:20;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;11,99;0;11,99;0;1L378906AU825620X;;;CheBanca  S.p.A.;1196;0;0;50d36de7ee09356d19d1ad93afbed9f5--62510515-a791-48cc-a7d0-9428bee08a68;3TX36298XH884634E
02/01/2023;19:40:52;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;6E8034808Y646890Y;ar@github.com;GitHub, Inc.;;;0;0;P-40469681;B-7772155060921430G
02/01/2023;19:40:52;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;36826517H97612831;;;;;0;0;P-40469681;6E8034808Y646890Y
02/02/2023;19:51:05;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;5CW20472P5914102K;ar@github.com;GitHub, Inc.;;;0;0;P-41859972;B-7772155060921430G
02/02/2023;19:51:05;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;5P672536DM282522D;;;;;0;0;P-41859972;5CW20472P5914102K
25/02/2023;16:37:59;Europe/Berlin;Pagamento abbonamento;USD;-30,5;0;-30,5;-30,5;42230062W2718413E;ingmar@inkarnate.com;Inkarnate Entertainment LLC;;;0;0;;I-JJ46D783G0CX
25/02/2023;16:37:59;Europe/Berlin;Conversione di valuta generica;USD;30,5;0;30,5;0;29A27081N0866481G;;;;;0;0;;42230062W2718413E
02/03/2023;19:01:18;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;7U5551603V711494M;ar@github.com;GitHub, Inc.;;;0;0;P-43120797;B-7772155060921430G
02/03/2023;19:01:18;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;6YR724008S692962U;;;;;0;0;P-43120797;7U5551603V711494M
02/04/2023;18:37:11;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;2H187637MM551315N;ar@github.com;GitHub, Inc.;;;0;0;P-43827047;B-7772155060921430G
02/04/2023;18:37:11;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;41057512V9219890V;;;;;0;0;P-43827047;2H187637MM551315N
02/05/2023;18:43:14;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;0G2646052R6025828;ar@github.com;GitHub, Inc.;;;0;0;P-44599815;B-7772155060921430G
02/05/2023;18:43:14;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;46897031U53559905;;;;;0;0;P-44599815;0G2646052R6025828
02/06/2023;18:55:30;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;6KF20048812998138;ar@github.com;GitHub, Inc.;;;0;0;P-45524928;B-7772155060921430G
02/06/2023;18:55:30;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;0WM807676K2958346;;;;;0;0;P-45524928;6KF20048812998138
02/07/2023;19:04:17;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;7TA154473K505104T;ar@github.com;GitHub, Inc.;;;0;0;P-46405142;B-7772155060921430G
02/07/2023;19:04:17;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;3MS43292WM0344910;;;;;0;0;P-46405142;7TA154473K505104T
02/08/2023;18:59:51;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;2LK38487TN730452G;ar@github.com;GitHub, Inc.;;;0;0;P-47321462;B-7772155060921430G
02/08/2023;18:59:51;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;45R14200KA4833233;;;;;0;0;P-47321462;2LK38487TN730452G
15/08/2023;20:41:18;Europe/Berlin;Pagamento Express Checkout;USD;-5;0;-5;-5;2D81142732566274V;paypalmicro@onebookshelf.com;OneBookShelf;;;0;0;40623953;
15/08/2023;20:41:18;Europe/Berlin;Conversione di valuta generica;USD;5;0;5;0;0CW35671NH875824L;;;;;0;0;40623953;2D81142732566274V
15/08/2023;20:55:15;Europe/Berlin;Pagamento Express Checkout;USD;-1,95;0;-1,95;-1,95;65226717CG249280C;paypalmicro@onebookshelf.com;OneBookShelf;;;0;0;40624158;
15/08/2023;20:55:15;Europe/Berlin;Conversione di valuta generica;USD;1,95;0;1,95;0;23P00899VN829930D;;;;;0;0;40624158;65226717CG249280C
02/09/2023;18:39:06;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;25M1790061477522G;ar@github.com;GitHub, Inc.;;;0;0;P-48240340;B-7772155060921430G
02/09/2023;18:39:06;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;8E1198477D667890L;;;;;0;0;P-48240340;25M1790061477522G
02/10/2023;18:56:52;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;07689853UN0910839;ar@github.com;GitHub, Inc.;;;0;0;P-49176381;B-7772155060921430G
02/10/2023;18:56:52;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;1CC077757Y801811T;;;;;0;0;P-49176381;07689853UN0910839
03/11/2023;19:02:11;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;0F181495AH598443B;ar@github.com;GitHub, Inc.;;;0;0;P-50141560;B-7772155060921430G
03/11/2023;19:02:11;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;2VP58179M4932444H;;;;;0;0;P-50141560;0F181495AH598443B
06/11/2023;00:17:49;Europe/Berlin;Pagamento preautorizzato utenza;USD;-51,99;0;-51,99;-51,99;0L136358SW660303D;paypal@curse.com;Wizards of the Coast, Inc.;;;0;0;625d41fd588a4c81b7369d101ff48195;B-1KJ96030WL891533B
06/11/2023;00:17:49;Europe/Berlin;Conversione di valuta generica;USD;51,99;0;51,99;0;04542750CM8611745;;;;;0;0;625d41fd588a4c81b7369d101ff48195;0L136358SW660303D
01/12/2023;11:58:54;Europe/Berlin;Pagamento Express Checkout;USD;-19,73;0;-19,73;-19,73;5ED21819428215531;paypal@digitalocean.com;DigitalOcean;;;0;0;;
01/12/2023;11:58:54;Europe/Berlin;Conversione di valuta generica;USD;19,73;0;19,73;0;13335051KM156241C;;;;;0;0;;5ED21819428215531
02/12/2023;18:56:19;Europe/Berlin;Pagamento preautorizzato utenza;USD;-4;0;-4;-4;1CJ8017272459571C;ar@github.com;GitHub, Inc.;;;0;0;P-51097704;B-7772155060921430G
02/12/2023;18:56:19;Europe/Berlin;Conversione di valuta generica;USD;4;0;4;0;7W787067WV3284739;;;;;0;0;P-51097704;1CJ8017272459571C
04/12/2023;16:05:25;Europe/Berlin;Pagamento preautorizzato utenza;USD;-31,19;0;-31,19;-31,19;5GJ72470R8328132F;paypal@curse.com;Wizards of the Coast, Inc.;;;0;0;364db52c63b34676abf978b163ad8e36;B-1KJ96030WL891533B
04/12/2023;16:05:25;Europe/Berlin;Conversione di valuta generica;USD;31,19;0;31,19;0;1TE23655W2373263X;;;;;0;0;364db52c63b34676abf978b163ad8e36;5GJ72470R8328132F
